scenario,time_days,temperature_change_c,completed_cycles,mechanical_mm,thermal_recoverable_mm,hydraulic_transient_mm,cyclic_residual_mm,total_settlement_mm,allowable_settlement_mm,u_upper_silty_clay_kpa,u_sandy_silt_kpa,u_dense_sand_kpa
Bridge-abutment retrofit,2544.64226519337,-1.654237707661863,6.0,11.666666666666666,-0.1913010487206572,-5.018369755910458,0.3644679338750654,6.821463795910617,15.0,-11.975977702216294,6.3529946241097885,7.412830787322967
Bridge-abutment retrofit,2546.660220994475,-1.3815878096899017,6.0,11.666666666666666,-0.1597709903898397,-4.96102686876618,0.3644679338750654,6.910336741385712,15.0,-9.22667660397649,7.831903470311159,7.600137242937111
Bridge-abutment retrofit,2548.67817679558,-1.1072732060155568,6.0,11.666666666666666,-0.12804842045975065,-4.897599523735273,0.3644679338750654,7.005486656346708,15.0,-6.4666536590940344,9.301375481094494,7.7782861251285
Bridge-abutment retrofit,2550.696132596685,-0.8316244243706025,6.0,11.666666666666666,-0.09617156215636713,-4.828164375323541,0.3644679338750654,7.106798663061823,15.0,-3.6992336302786124,10.759640057162517,7.947062778369651
Bridge-abutment retrofit,2552.71408839779,-0.5549736000673519,6.0,11.666666666666666,-0.0641788246111388,-4.752805316478783,0.3644679338750654,7.21415045945181,15.0,-0.9277501949761997,12.204940103303578,8.106263839938984
Bridge-abutment retrofit,2554.732044198895,-0.2776540758014751,6.0,11.666666666666666,-0.032108756580976325,-4.6716133775073825,0.3644679338750654,7.327412466453373,15.0,1.844458071456526,13.635534145554528,8.255697484957064
Bridge-abutment retrofit,2556.75,-1.3716044150450356e-14,7.0,11.666666666666666,-1.5861648045664849e-15,-4.584686616390934,0.389478292550129,7.4714583428258585,15.0,4.614051718479379,15.049698429541218,8.395183657520645
Bridge-abutment retrofit,2558.767955801105,0.2776540758014477,7.0,11.666666666666666,0.03210875658097316,-4.492130000635074,0.389478292550129,7.596123715162694,15.0,7.377694444150369,16.445728997468258,8.524554287656004
Bridge-abutment retrofit,2560.78591160221,0.5549736000673245,7.0,11.666666666666666,0.06417882461113564,-4.394055280792859,0.389478292550129,7.726268503035071,15.0,10.132057115113584,17.821943741255453,8.643653493830172
Bridge-abutment retrofit,2562.8038674033146,0.8316244243705186,7.0,11.666666666666666,0.09617156215635743,-4.290580855815145,0.389478292550129,7.861735665558006,15.0,12.87382177794897,19.176684429346746,8.752337770776029
Bridge-abutment retrofit,2564.8218232044196,1.1072732060154733,7.0,11.666666666666666,0.128048420459741,-4.181831630389976,0.389478292550129,8.00236174928656,15.0,15.599685657053694,20.5083187047512,8.850476162405007
Bridge-abutment retrofit,2566.8397790055246,1.3815878096898186,7.0,11.666666666666666,0.1597709903898301,-4.067938864443425,0.389478292550129,8.1479770851632,15.0,18.30636513423031,21.815242051904374,8.93795041959893
Bridge-abutment retrofit,2568.8577348066297,1.6542377076617807,7.0,11.666666666666666,0.1913010487206477,-3.9490400149825096,0.389478292550129,8.298405992954933,15.0,20.990599705196864,23.095879729985718,9.014655142691023
Bridge-abutment retrofit,2570.8756906077347,1.9248943780402965,7.0,11.666666666666666,0.2226006041876996,-3.825278570471282,0.389478292550129,8.453466992933212,15.0,23.649155908243905,24.348688670358335,9.08049790846429
Bridge-abutment retrofit,2572.8936464088397,2.1932317006183064,7.0,11.666666666666666,0.25363194326448935,-3.696803877939442,0.389478292550129,8.612973024541843,15.0,26.278831220307886,25.57215933584651,9.135399381514299
Bridge-abutment retrofit,2574.9116022099447,2.4589263498222023,7.0,11.666666666666666,0.2843576756043798,-3.563770963031842,0.389478292550129,8.776731671789332,15.0,28.876457915765855,26.764817539610434,9.179293409842156
Bridge-abutment retrofit,2576.9295580110497,2.721658184293961,7.0,11.666666666666666,0.3147407790930492,-3.4263403432156903,0.389478292550129,8.944545395094153,15.0,31.438906883301918,27.925226221426517,9.21212710456252
Bridge-abutment retrofit,2578.9475138121547,2.981110632636546,7.0,11.666666666666666,0.3447446444572548,-3.2846778343705405,0.389478292550129,9.116211769303508,15.0,33.963091396246504,29.051987179233056,9.233860903630585
Bridge-abutment retrofit,2580.9654696132598,3.2369710748577822,7.0,11.666666666666666,0.37433311937615593,-3.1389543509941,0.389478292550129,9.29152372759885,15.0,36.445970831845365,30.1437427538548,9.244468619511263
Bridge-abutment retrofit,2582.9834254143643,3.4889312190530486,7.0,11.666666666666666,0.4034705520420391,-2.9893457002646486,0.389478292550129,9.470269810994186,15.0,38.88455433497657,31.199177464876314,9.243937470733139
Bridge-abutment retrofit,2585.0013812154693,3.736687472873215,7.0,11.666666666666666,0.4321218341179929,-2.8360323702079304,0.389478292550129,9.652234423126858,15.0,41.275904421903554,32.217019595694254,9.23226809728909
Bridge-abutment retrofit,2587.0193370165744,3.9799413093294698,7.0,11.666666666666666,0.4602524430406839,-2.6791993122244255,0.389478292550129,9.837198090033054,15.0,43.61714051971532,33.19604272583558,9.209474559865237
Bridge-abutment retrofit,2589.0372928176794,4.218399626495293,7.0,11.666666666666666,0.48782848361738046,-2.5190357182381695,0.389478292550129,10.024937724596006,15.0,45.90544243719801,34.135067208699525,9.175584322898843
Bridge-abutment retrofit,2591.0552486187844,4.4517751006714,7.0,11.666666666666666,0.514816728867014,-2.355734792736283,0.389478292550129,10.215226895347525,15.0,48.138053762949006,35.0329615929397,9.130638221485832
Bridge-abutment retrofit,2593.0732044198894,4.679786532588418,7.0,11.666666666666666,0.541184660056103,-2.1894935199736265,0.389478292550129,10.407836099299272,15.0,50.312285186641724,35.888643985774785,9.074690412177667
Bridge-abutment retrofit,2595.0911602209944,4.902159186230108,7.0,11.666666666666666,0.5669005058812946,-2.020512426623135,0.389478292550129,10.602533038474954,15.0,52.42551773943889,36.701083356585144,9.00780830772694
Bridge-abutment retrofit,2597.1091160220994,5.118625119868861,7.0,11.666666666666666,0.5919332807513099,-1.8489953401578112,0.389478292550129,10.799082899810292,15.0,54.47520594964972,37.46930077922434,8.930072495860239
Bridge-abutment retrofit,2599.1270718232045,5.328923508914612,7.0,11.666666666666666,0.6162528221221685,-1.675149143255497,0.389478292550129,10.997248638083466,15.0,56.458880909828785,38.19237061154897,8.841576642176221
Bridge-abutment retrofit,2601.1450276243095,5.532800960188158,7.0,11.666666666666666,0.6398298268407046,-1.4991835245223823,0.389478292550129,11.196791261535116,15.0,58.37415325162096,38.86942161074528,8.742427377285864
Bridge-abutment retrofit,2603.1629834254145,5.730011817240201,7.0,11.666666666666666,0.6626358864525841,-1.3213107258355634,0.389478292550129,11.397470119833816,15.0,60.21871602476789,39.49963798310898,8.632744168330882
Bridge-abutment retrofit,2605.180939226519,5.920318456348195,7.0,11.666666666666666,0.6846435214322749,-1.141745286609174,0.389478292550129,11.599043194039895,15.0,61.990347476806754,40.082260367012964,8.512659175035159
Bridge-abutment retrofit,2607.198895027624,6.103491572834585,7.0,11.666666666666666,0.7058262142937535,-0.9607037852918952,0.389478292550129,11.801267388218653,15.0,63.68691373011398,40.61658674787936,8.382317090462436
Bridge-abutment retrofit,2609.216850828729,6.279310457360845,7.0,11.666666666666666,0.726158441541982,-0.7784045784081011,0.389478292550129,12.003898822350676,15.0,65.30637135306328,41.101973304051775,8.241874966672654
Bridge-abutment retrofit,2611.234806629834,6.447563261865231,7.0,11.666666666666666,0.745615704426755,-0.5950675374560404,0.389478292550129,12.206693126187508,15.0,66.846769822207,41.5378351825509,8.091502025486395
Bridge-abutment retrofit,2613.252762430939,6.608047254822989,7.0,11.666666666666666,0.7641745584617597,-0.41091378398087486,0.389478292550129,12.409405733697678,15.0,68.30625387250655,41.92364720377568,7.931379454585354
Bridge-abutment retrofit,2615.270718232044,6.760569065522389,7.0,11.666666666666666,0.7818126416733975,-0.2261654231414143,0.389478292550129,12.611792177748777,15.0,69.6830657327894,42.25894449430582,7.761700189196221
